"","SC78_5_factor1","SC78_5_factor2","SC78_5_factor3","SC78_5_factor4","SC78_5_factor5","SC78_5_factor6","SC78_5_factor7","SC78_5_factor8"
"270","Pag1","Tgoln1","Serf2","Ctsa","Tax1bp1","Cst3","Rpl37","Tet2"
"271","Cmah","Sf3b1","Clic1","Unc93b1","Rpl9","Upp1","Smox","Dclre1c"
"272","Tmbim6","Trps1","Eif4a1","Ptk2b","Adgre5","Lcp1","Kctd12","Gla"
"273","Mtus1","Tmbim6","Dazap2","Luc7l2","Sell","Cyba","Rbm47","Sirpa"
"274","Suco","Rnf19b","Ube2b","Cd63","Arpc2","Wnk1","Rbm39","Eif1"
"275","Fcgr3","Mir142hg","Klhl2","Itch","Steap4","Susd6","St8sia4","Srsf5"
"276","Cmip","App","Rdh12","Jak1","Tspan13","Csf2rb","Rbms1","Ncor1"
"277","Bst1","Cxcr4","Pglyrp1","Cyba","Dnm2","Tax1bp1","Clic1","Wipf1"
"278","Rhov","Tnip1","Gm5150","Gna13","C5ar1","Clec4e","Serinc3","Sbno1"
"279","Ndel1","Ndel1","Mirt1","Rap1a","Sbno1","Ifit1bl2","Trim30a","Marcks"
"280","Lmnb1","Rbm39","Slc25a3","Zfp638","Pag1","Fem1c","Suco","Myo1d"
"281","Nampt","Gnai2","Cd33","Jun","Sp140","Sell","Fam129a","Rab2a"
"282","Zcchc6","Rab20","Ncf4","Arid1b","Cap1","Birc3","Themis2","Irak2"
"283","Wdr1","Ubc","Fnip1","Pak2","Zcchc6","Nedd9","Hif1a","Ctsd"
"284","Ptpn1","Mirt1","Selplg","Qk","Mef2d","Ube2d3","Hdac4","Synj1"
"285","Ubl5","Jak1","Plk3","Hnrnpk","Tnfrsf1b","Abr","Ube2b","Ppp1r3b"
"286","Plp2","Mrpl33","Atp2b1","Grb2","Fam49b","Skap2","Sirpb1a","Il15"
"287","Ppp1ca","Fgl2","mt-Co3","Ctsb","Selplg","Rap1b","Dusp16","Pias1"
"288","Ncor1","Tank","Tgoln1","Plbd1","Tnfrsf1a","Gna13","Ptbp3","March3"
"289","Rps21","Sik3","Tes","Abi1","Mctp1","Sec24b","Gpx1","Jmjd1c"
"290","Il1b","Baz2b","Lrrfip1","Cstb","Smchd1","Plaur","Sh2d3c","Slc15a3"
"291","Trem3","Calm1","Dopey2","Atp6v0b","Rpl23","Nmi","Rlf","Slc40a1"
"292","Max","Myl12b","Nlrp3","Ppia","Arpc1b","Actr2","Rnf144a","Msrb1"
"293","Ncf1","Clk1","Syk","Mob1a","Pdlim5","Mirt1","Gpsm3","Dusp5"
"294","Mettl9","Rhoa","Tspan13","Cox7a2","Sepn1","March3","Pilra","Lrrfip1"
"295","Rap1gap2","Anxa2","Rbm39","Srgn","Ncf4","Plk3","Ncf4","Per1"
"296","Selk","Pbx1","Bcl2l11","Ddx5","Ppp1r2","Cap1","Ankrd44","Mef2a"
"297","Nadk","H2-Q4","Gpcpd1","Kmt2e","Cd300lf","Gbp9","Sirpa","Cd33"
"298","Clec4e","Skil","Gtdc1","Xylt1","Ell2","Sntb2","Fyb","Ncoa2"
"299","Rps23","Cap1","Pxn","Mdh2","Gng5","Suco","Tnfaip2","Myh9"
"300","Dhrs9","Dgat2","Itgal","Supt4a","Ranbp2","Rab8b","Aldoa","Fosl2"
