"","SC78_6_factor1","SC78_6_factor2","SC78_6_factor3","SC78_6_factor4","SC78_6_factor5","SC78_6_factor6","SC78_6_factor7","SC78_6_factor8","SC78_6_factor9"
"242","Lmnb1","Mirt1","Ccr1","Hspa5","Arf5","Msn","Msn","Antxr2","Adam19"
"243","Plac8","Tax1bp1","Steap4","Psap","Hif1a","Polr2a","Sdcbp","H2-Q7","Stk38"
"244","Flot1","Vamp4","Tnip1","Psma3","Atp5l","Tmbim6","Zfp608","Osm","Polr2a"
"245","C5ar1","Dnajc5","Cd53","Cstb","Igfbp6","Fcgr3","Fmnl1","Hspa5","Mir142hg"
"246","Fam49b","Arpc3","Pbx1","Psmb1","Arf1","Eif5","Rbm39","Slc16a3","Sbno2"
"247","Rpl34","Fus","H2-Q4","Arf4","Gm8730","Pde7b","Coro1a","Tor1aip1","Itgal"
"248","Fis1","Ranbp2","Sorbs1","Vapa","Rpl37a","Plaur","Tpm3","Ogfr","Irf1"
"249","App","Hmgb2","Nod2","Ctsa","App","Tnfrsf1a","Atxn1","Rab20","Igsf6"
"250","Fpr2","Osbpl8","Syk","Sf3b6","Scand1","Trem3","Slc6a6","Suco","Wfdc21"
"251","Ier2","Tmbim6","Sorl1","Rsrp1","Cd33","Cxcr2","Kmt2e","mt-Atp6","Sgms1"
"252","Tpd52","Gys1","Jak1","Neurl3","Rps3","Ppp1r2","Tbc1d23","Rnf213","Nfe2l2"
"253","Rps5","Sh3glb1","Abi1","Psmb9","Tmbim6","Sf3b1","Rhov","Sub1","Ctsb"
"254","Tln1","Pnpla7","Msrb1","Ube2s","Rps13","Btbd9","Tiparp","Msn","Egr1"
"255","Cmah","2810474O19Rik","Card19","mt-Nd2","Hck","Anxa1","Fcer1g","Trps1","Rap1b"
"256","Ppp1r2","Ier5","Sik3","Cdc42","Adipor1","Arih1","Rock1","Cap1","Foxo3"
"257","AB124611","Skap2","Elmo1","Npm1","Hcst","Ptk2b","Cers6","Calm1","Zswim6"
"258","Arf1","Sgms2","Pde7b","Gm10073","Tspan13","Rpl9","Kctd12","Gm20388","Zyx"
"259","Fpr1","Atp6ap2","Tlr2","Ppp2ca","Pilra","Gpr35","Lnpep","Cytip","Wipf1"
"260","Cox4i1","Serinc3","Txn1","Rtn4","Trem3","Tax1bp1","Itgb2","Ctsb","Tgfbi"
"261","Dhrs7","Arih1","Tgoln1","Snx20","Sdcbp","Sub1","Rdh12","Rnf114","Nipbl"
"262","Pgk1","Marcks","Msn","Ankhd1","Rps14","Hectd1","C5ar1","Csf2rb","Atp6v1a"
"263","Pirb","Kmt2e","Alas1","Uqcrq","H2afj","D8Ertd738e","Clk1","Gls","Tspo"
"264","Ccr1","Celf2","Cks2","Taldo1","Cmip","Rps10","Adam17","Clec2d","Fcer1g"
"265","Rps13","Rhob","Optn","Cox6a1","Por","Fam49b","Ankrd11","Gda","Ppp1r12a"
"266","Sqrdl","Erbb2ip","Gk","Vdac2","Skap2","Stat3","Agtpbp1","Gmfg","Fnip1"
"267","Cxcr2","Arpc2","Iqgap1","Xist","Sell","Pla2g7","Crem","Etf1","Xpr1"
"268","Pilra","Dusp5","Baz2b","Creg1","Sh2d3c","Atg3","Csf2rb","Myl6","Fcgr3"
"269","Cd53","Atp6v1b2","C3","Psma1","Ube2h","Themis2","Ythdf3","Mapkapk2","Nrd1"
"270","Sp140","Uvrag","Prdx5","Rbm39","Marcks","Serinc3","Tyrobp","Ndel1","Txn1"
"271","Rpl18a","Irg1","Asprv1","Psma7","Serp1","Tnfrsf1b","Myo1f","Arl6ip1","Ogt"
"272","Gda","Nampt","Trib1","Atp5j2","Tpm4","Gla","Spp1","Rnf19b","Prr13"
"273","Dach1","Rac1","Mirt1","Taf10","Fosl2","AF251705","mt-Cytb","Map1lc3b","Ctsd"
"274","Cox8a","Sik3","Fau","Fam104a","1110008F13Rik","Zfand5","Kdm6b","Cox8a","Slfn4"
"275","Hmgn2","Btbd9","Fam65b","Spcs2","Plek","Sh3glb1","Dusp5","Hectd1","Lpcat2"
"276","Lipg","Plekhm2","Igf1r","Polr1d","Dazap2","Fnip1","Stat3","C5ar1","Csrnp1"
"277","Unc119","Rab8b","Aff1","Uqcrh","Cox4i1","Cdkn1a","Isg15","Il1rn","Xpo6"
"278","Dbi","Rnh1","Cd24a","Ubxn1","Rpl27a","Laptm5","Tnrc18","Diaph1","Pygl"
"279","Jund","Sgpl1","Arcn1","Btg1","Gcnt2","Anxa2","Rsrp1","Plk3","Taldo1"
"280","Rab8b","Egln1","Gna13","Sumo1","Cdkn2d","Il1rap","Atp2b1","Sp110","Actg1"
"281","Selplg","Ncf4","Clk1","Matr3","Ubl5","Fus","Dopey2","Nmi","Tyrobp"
"282","Lrrk2","Sntb2","Creb1","Dnajb6","Ppp1r2","Zyx","Cfap43","Rsrp1","Pam"
"283","Stk17b","Cd84","Ctnnb1","Cxcr4","Zfp36","Il15","Sell","Ccl4","Sirpa"
"284","Rac1","BC100530","Pdlim5","Prrc2c","Psap","Ostf1","Mctp1","Slc3a2","Rnf144a"
"285","Camp","Chst11","Lsmem1","Anp32b","Cd53","Chmp4b","Rap1b","Rps27","2810474O19Rik"
"286","Rpl28","Ptp4a1","Gabarap","Rpl27","Antxr2","Rpl23","Cap1","Gnai2","Fxyd5"
"287","Picalm","Ube2b","Tfe3","Rps17","H2-T23","Cotl1","Mgea5","Zcchc6","Por"
"288","Cst3","Itsn2","S100a6","Ube2b","Chst11","Tlr4","Tlr4","Ctsd","Ttc7"
"289","Rps3a1","Atp11b","Fam49b","Lamtor1","Anp32a","Kras","Rab2a","Epsti1","Rara"
"290","Rnf130","Crebrf","Sh2b2","Myl6","Rpl23","Pdlim5","Emd","Calm2","Etf1"
"291","Bst1","Picalm","Atrnl1","Inpp5d","Ets2","Adipor1","Gsk3b","Pla2g7","St3gal4"
"292","Asnsd1","Syk","Fosl2","Scarb2","Grb2","Gpcpd1","Rbpj","Ptafr","Hmha1"
"293","Cd44","F10","Hp","Mrps24","Ifitm6","Osm","Slc25a3","App","Adipor1"
"294","Plscr1","Srsf5","Mmp9","Atp6v1g1","Rps23","Emb","Synj1","C130026I21Rik","Ptbp3"
"295","Rps8","Ube2d3","Tmbim6","Atp5j","Ppp1ca","Per1","Npepps","Ier2","Cdc42ep3"
"296","Syne1","Gls","Map2k3","Sec62","Isg15","Fam32a","Pla2g7","Atp2b1","Itga4"
"297","Chchd2","Efhd2","Jak2","Gnas","Gabarapl2","Grb2","Sf3b1","Cmip","Hmox1"
"298","Clec4a2","Mir142hg","Kpna4","B2m","Rpl10","Socs3","Ell","Rbm39","Gm5150"
"299","Hpcal1","Zfand5","Lyst","Gm20388","Ptprj","Ptprj","Arpc2","Tiparp","Pirb"
"300","Ltf","Gadd45a","Cdk2ap2","1700112E06Rik","Dnaja1","Atp6ap2","Hck","Phf21a","Pten"
