"","SC78_1_factor1","SC78_1_factor2","SC78_1_factor3","SC78_1_factor4","SC78_1_factor5","SC78_1_factor6","SC78_1_factor7","SC78_1_factor8","SC78_1_factor9"
"241","Morf4l1","Chmp2a","Sdcbp","Cd300lf","Ptbp3","Ppp1r15a","Ptpn1","Iqgap1","Csf1"
"242","Rps27","Npepps","Ier2","Ralgapa1","Lcp2","Gmfg","Nktr","Klf3","Grb2"
"243","Kpna4","Nab1","Rab11fip1","Dusp16","Smad3","Pde7b","Ptbp3","Arhgap26","Dnaja1"
"244","Fau","Ncf4","Rsrc2","Gm5150","Tnrc18","Rnf11","Inpp5d","Snap23","Wnk1"
"245","Osbpl8","Fem1c","Plaur","Vps37b","Cdc42","Psap","Ptpn12","Cfap43","Ctsd"
"246","Ptbp3","Pak1","Clic1","Nadk","Rnf19a","Myl12b","Isg15","mt-Nd2","Lpcat2"
"247","Cbl","Cdk2ap2","Kdm7a","Sh2d3c","Notch2","Spi1","Cfl1","Nr4a3","Themis2"
"248","Uvrag","Hectd1","Impact","Mctp1","Grb2","Map1lc3b","Pitpnc1","C5ar1","Batf"
"249","Anxa2","Serp1","AF251705","Ehd1","Lrrfip1","Ube2d3","Nfkbid","Mctp2","Nup98"
"250","Rps9","Snap23","Prr13","Gm42418","Fosl2","1700112E06Rik","Flna","Agpat9","Gtdc1"
"251","Arhgap24","Snx18","Fosb","Jdp2","Cd274","Slc38a1","Arih2","Rlf","Dhx40"
"252","Itpr2","Pnrc1","C5ar1","Ccrl2","Mirt1","Trps1","Stag1","Tes","Ptgs2os2"
"253","Trps1","Arih2","Txnip","Cers6","Arpc1b","Zyx","Tnfaip3","Arih1","Gm5150"
"254","Il1rap","Gpr132","Ddit3","Gadd45a","Nfkb2","Rab20","Fgd4","Clec4e","Gsap"
"255","Chd1","Gm5150","Myh9","Pygl","Il1f9","Anxa2","Osm","Nudt4","Hmgb2"
"256","Tgfb1","Pbx1","Abtb2","Ptafr","Ddx6","Dock2","Hmgb1","Celf2","Srsf5"
"257","Klhl2","Fam49b","Tmbim6","Vmp1","Cytip","Cotl1","Tpm4","Dopey2","Klf6"
"258","Celf2","Ccl6","Cd101","Snx20","Ppp3ca","Il15","Hmha1","Trem3","Cyba"
"259","Pxn","Slc15a3","Metrnl","Cfl1","Snx20","Fos","Myo1f","Syk","Arf4"
"260","Eif1","Sorl1","Tsc22d3","Irak2","Elmo1","Rac2","Fndc3b","Rab44","Gpcpd1"
"261","Ipcef1","2810474O19Rik","Fgd4","Agpat9","Pla2g7","Ptbp3","Dnajb6","Lrrfip1","Il1rap"
"262","Ptpre","Erbb2ip","Fam134b","Hcar2","Ppp1r2","Itgal","Braf","Zcchc2","Kctd12"
"263","Lrrk2","Actr3","Myadm","Adam17","Myl12b","Itpkb","Lyst","Sh2d3c","Tpt1"
"264","Mrpl33","Gpi1","Ncf4","Atp6v0e","Sell","Ezr","Pnrc1","Tgm2","Dusp5"
"265","Emb","Dock2","Ptpn6","Cd300a","Map2k3","Cltc","Fus","Fmnl1","Traf1"
"266","Mctp2","Adgre5","Baz2b","Gnb2","Anxa11","Cyba","Atf3","Cap1","Ifnar2"
"267","Lst1","Arf1","Slc40a1","Ptp4a1","Fam65b","Stat3","Myo1d","Dhx40","Mrgpra2b"
"268","Atxn7l1","Lsp1","Arpc3","Dgat1","Map4k4","Gm43661","Kctd12","Sat1","Relb"
"269","Vasp","Aldoa","Ppp1r15a","Slc2a1","Tes","Csf2rb","Alox5ap","Jund","Traf3"
"270","Cxcr4","Myl12a","Slfn2","Fgl2","Itgb2","Ywhaz","Kras","Lasp1","Gab2"
"271","Rhoa","Prdx5","Srsf5","Tlcd2","Pdlim5","Arpc5","Cap1","Nrd1","Nab1"
"272","Srrm2","Xylt1","Calm2","Lamb3","Lcn2","Trem3","Ppp4r2","Sntb2","Cd24a"
"273","Slfn2","Mbnl2","Nadk","Sde2","Actr2","Nedd9","Top1","Atp6v0d1","Anxa11"
"274","Cd300lb","Fam134b","Ifitm1","Arih2","Adam17","Sat1","Smap2","Ier3","Sf3b1"
"275","Ubb","Brk1","Rnf144a","Mirt1","Gnai3","C130026I21Rik","Il1rap","Lamb3","Jdp2"
"276","Cul3","Ube2d3","Rab7","Rhog","Lamb3","Atp6v0e","Ifnar2","Eea1","Tlr2"
"277","Shfm1","Atp6v0e","Adam17","Cxcr2","Fem1c","Clic1","Msra","Gm26740","Osbpl9"
"278","Kif5b","Clec4n","Stk38","Csf2ra","Asprv1","Rps6ka2","Dgat1","Gpcpd1","Etv6"
"279","Brd4","Braf","Lamp2","Atp6v0d1","Hcar2","Suco","Cd47","Vps4b","Sdcbp"
"280","Csde1","Clic1","Tpm4","Rps27","Son","Ehd1","Rtn3","Gpr35","Lrrfip1"
"281","Sp140","Sgms2","Nfkbia","Snx18","Nr4a3","Diaph1","Sirpa","P4hb","Slc11a1"
"282","Rsrc2","Sqstm1","Ogt","Marcks","Rbm39","Eif5","Ppp1r12a","Csf2ra","Sp100"
"283","Ube2d3","Psenen","Adipor1","Trem3","Ube2b","4833407H14Rik","Fem1c","Klhl2","Sp140"
"284","Herc4","Smox","Csf2ra","Ccnl1","Celf2","Map2k4","Atg7","Vamp4","Tiparp"
"285","Fgd4","Atp6v0d1","D1Ertd622e","Map2k4","Zhx2","Eml1","Parp8","S100a11","Bcl3"
"286","Csnk1a1","Sp140","Whsc1l1","Skap2","Arf4","Tgoln1","Asap1","Adam17","Selplg"
"287","Fam129a","Cyp4f18","Raf1","Klhl2","Cflar","Ube2b","Arid5b","Slc16a6","Atp6v0d1"
"288","Rfwd2","Nudt4","Actr3","Sbno1","Alox5ap","Ccl6","Akap13","Hcar2","Nfkb2"
"289","Kansl1l","Wnk1","Mirt1","Cox8a","Fam134b","Rheb","Usp34","Wbp1l","Ccl4"
"290","Ppp1cb","Skil","Cyp4f18","Msra","Pglyrp1","Pum2","Cbl","Adam8","Fos"
"291","Atp11b","Gnb1","Rpl37","Atg3","Prkcb","Nup98","Susd6","Galnt11","Ptk2b"
"292","Far1","Cmip","Rap1gap2","Ppp1r3b","Optn","March3","Phf21a","Trappc9","Cd300lf"
"293","Grb2","Ostf1","Anxa11","Themis2","Myl6","Cox17","Ifitm3","March3","Mthfs"
"294","Raf1","Atp6v1g1","Ddx3x","Samhd1","Hp","Ifitm1","Cspp1","Ptbp3","Arpc1b"
"295","Arpc1b","Dusp2","Nisch","Ubb","Kras","Adipor1","Diaph1","2810403A07Rik","Cxcr2"
"296","Cers6","Lcn2","Syk","Lrg1","Etf1","Hcar2","Pcbp2","Kras","Cyp4f18"
"297","Mpeg1","Lyz2","Laptm5","Tspan13","Fos","Hmgb2","Ppp2r5a","F5","Itgam"
"298","Tbl1xr1","Hnrnpk","Hdac4","Myh9","Rbms1","Eea1","Atp6v0d1","Ston2","Card19"
"299","Arid4b","Slc3a2","Ppp3ca","Dazap2","Arih2","Tnfrsf1a","Srrm2","Optn","Hnrnpc"
"300","Hnrnpa2b1","Srp14","Il1f9","Fam134b","Casp4","H2-K1","Erbb2ip","Xpr1","Capzb"
